id,exam_id,statement,area,correct,alternative_a,alternative_b,alternative_c,alternative_d,created_at,updated_at,tags,number,confidence,source,embedding
291a1ee3-2612-82be-9ffb-6e5589e6bba1,2409242a-96d9-88eb-bc25-d63b972f946f,"Lorena trabalha como tosadora de animais em um pet-shop desde 2022, recebendo um salário mínimo nacional mensalmente. Ainda com o contrato de trabalho em vigor, Lorena pediu que você, como advogado(a), ajuizasse, em 2024, reclamação trabalhista postulando o pagamento de adicional noturno, pois ela trabalha até 22h30. Na petição inicial, você não requereu gratuidade de justiça, nem juntou declaração de miserabilidade ou necessidade jurídica. O pedido foi julgado totalmente improcedente, mas o Juiz concedeu, de ofício, a gratuidade de justiça. Considerando os fatos narrados, a previsão contida na CLT e o entendimento consolidado do TST, assinale a afirmativa correta.",direito_processual_do_trabalho,B,"A lei é omissa quanto aos critérios para deferir a gratuidade de justiça, podendo o Juiz concedê-la ou não.","O Juiz está correto, porque o nível salarial de Lorena autoriza a concessão da gratuidade de justiça de ofício.","A parte não requereu gratuidade de justiça, caracterizando, assim, julgamento extra petita, vedado na hipótese.","A gratuidade de justiça na Justiça do Trabalho é um pedido implícito, devendo ser automaticamente concedida a qualquer trabalhador.",2026-04-17 18:15:02.507616 +00:00,2026-04-18 18:57:12.207256 +00:00,"[""gratuidade de justiça"", ""reclamação trabalhista"", ""TST"", ""julgamento extra petita"", ""CLT processual""]",77,0.93,initial,
2b56d01b-31b9-8a8c-95bc-ec5f18184fd2,2409242a-96d9-88eb-bc25-d63b972f946f,"Ruth é proprietária do Sítio Felicidade, localizado na zona rural do município de Ribeirão Corrente (SP). Há 15 anos, ela mantém canos subterrâneos de irrigação que atravessam o Sítio da Lua, de propriedade de Demétrio, para captar água de uma nascente situada dentro desse último. O uso sempre foi contínuo e sem oposição, mas invisível a olho nu, já que o sistema está instalado sob o solo. Nunca houve registro da servidão no Cartório de Registro de Imóveis, tampouco um contrato formal entre os antigos proprietários. Em novembro de 2025, Pedro, novo dono do Sítio da Lua, ao descobrir as tubulações, notificou Ruth para interromper o uso da água, alegando que a servidão não se constituiu validamente por ausência de registro. Considerando o caso concreto e as normas do Código Civil sobre a constituição e aquisição de servidões, assinale a afirmativa correta.",direito_civil,D,"A usucapião da servidão poderia ser reconhecida após cinco anos de uso contínuo, dada a boa-fé e a posse qualificada de Ruth.","Ruth adquiriu a servidão por usucapião, pois o uso foi contínuo e incontestado por mais de dez anos, ainda que não fosse visível.","O direito de Ruth configura mera detenção tolerada, mas poderia ser convertido em servidão após 20 anos de utilização contínua.","Ruth não adquiriu a servidão, pois, não sendo aparente, exige registro no Cartório de Imóveis para a sua constituição válida, não admitindo usucapião.",2026-04-17 18:15:02.507338 +00:00,2026-04-18 18:57:12.207256 +00:00,"[""servidão"", ""usucapião"", ""direitos reais"", ""servidão não aparente"", ""registro de imóveis""]",42,0.97,initial,
2bc42bca-0c94-8922-88fc-d6ec5a056fe0,2409242a-96d9-88eb-bc25-d63b972f946f,"Luana Moreira trabalha em uma sociedade empresária do setor de cosméticos das 7h às 13h15min e desfruta de 15 minutos de intervalo que ocorre das 10h às 10h15min, mas está pressionando suachefia,aduzindoqueteriadireitoa1hora,nomínimo,razãopela qualpretendereceber1horacomo extraordinária,comrepercussão nas demais parcelas salariais do contrato. A sociedade empresária consultou você, como advogado(a), para saber como agir. Sobre a hipótese apresentada, de acordo com a legislação trabalhista em vigor, assinale a afirmativa que, corretamente, apresenta a sua resposta.",direito_do_trabalho,B,Luana deverá receber o restante do período do intervalo para inteirar 1 hora de forma indenizatória.,"Luana não tem direito ao pagamento do intervalo, considerando que a jornada não excede 6 horas e os 15 minutos são de intervalo.","Luana deverá receber o valor correspondente a uma hora integral, com os devidos reflexos nas parcelas salariais do contrato de trabalho.","Luana deverá receber a diferença de 45 minutos de forma indenizatória, com repercussão nas parcelas salariais do contrato de trabalho.",2026-04-17 18:15:02.507596 +00:00,2026-04-18 18:57:12.207257 +00:00,"[""intervalo intrajornada"", ""jornada de trabalho"", ""horas extras"", ""CLT"", ""verbas salariais""]",74,0.94,initial,
35c67086-97c9-8b0a-9f4c-c130c3052744,2409242a-96d9-88eb-bc25-d63b972f946f,"Flávia foi pronunciada pela suposta prática de crime de aborto. O processo estava tramitando na cidade de Salgados, PA, e teve grande repercussão no local, havendo, inclusive, várias ameaças de populares contra a ré. A sessão de julgamento pelo júri popular já foi designada, tendo a defesa sido intimada da referida designação. Sobre a hipótese, assinale a opção que indica o modo adequado de você, como advogado(a) da ré, requerer que o julgamento ocorra em outra Comarca.",direito_processual_penal,D,Suscitar incidente de deslocamento de competência para a Justiça Federal.,Apresentar um pedido de Revisão Criminal.,Oferecer exceção de incompetência territorial.,Pedir o desaforamento do júri.,2026-04-17 18:15:02.507553 +00:00,2026-04-18 18:57:12.207258 +00:00,"[""desaforamento"", ""tribunal do júri"", ""competência territorial"", ""aborto"", ""pronúncia""]",68,0.97,initial,
3a8d8609-5756-86b8-9394-a1edc0ed0d80,2409242a-96d9-88eb-bc25-d63b972f946f,"Jean ajuizou reclamação trabalhista, em 2024, contra o seu ex- empregador, requerendo o pagamento do adicional de insalubridade. Após contestada, o Juiz determinou a realização de perícia a cargo de um engenheiro do trabalho. A ré apresentou seu protesto sob a alegação de que, para tal perícia, somente um médico do trabalho poderia realizá-la. Considerando os termos da CLT e da jurisprudência consolidada do TST, assinale a afirmativa correta.",direito_processual_do_trabalho,B,"A sociedade empresária está correta, porque a realização de perícia de insalubridade é ato privativo de médico do trabalho, conforme prevê a CLT.","A sociedade empresária está equivocada, porque a perícia pode ser realizada por médico do trabalho ou engenheiro do trabalho registrados no Ministério do Trabalho.","Sendo da confiança do Juiz, qualquer profissional poderá ser nomeado perito para a realização de perícia de insalubridade, cabendo à empresa antecipar os honorários.","A perícia para fins de insalubridade somente pode ser realizada por engenheiro do trabalho, desde que registrado no Ministério do Trabalho.",2026-04-17 18:15:02.507623 +00:00,2026-04-18 18:57:12.207258 +00:00,"[""perícia trabalhista"", ""adicional de insalubridade"", ""engenheiro do trabalho"", ""médico do trabalho"", ""TST""]",78,0.91,initial,
3eeb7679-c62a-8dc7-8c4a-34f350cbf6ba,2409242a-96d9-88eb-bc25-d63b972f946f,"Lucas era investigado por estupro de vulnerável, pois, de acordo com as investigações, teria mantido relações sexuais com pessoa menor de 14 anos. A partir de indícios concretos, a 1ªVara Criminal da Comarca correspondente ao local dos fatos expediu mandado de busca e apreensão de aparelhos eletrônicos de Lucas, após regular requerimento do Ministério Público. Nos dispositivos eletrônicos apreendidos foram localizados diversos arquivos, cujo conteúdo apresentava abuso sexual infantil, armazenados e compartilhados nas redes sociais, acessíveis de qualquer lugar do país e do exterior, sem se confirmar, contudo, a hipótese inicial de estupro de vulnerável. Assim, Lucas foi denunciado como incurso nas penas do Art. 241- A e do Art. 241-B, ambos do ECA (divulgação e armazenamento de conteúdo pornográfico envolvendo criança ou adolescente). A sentença foi proferida pelo Juiz de Direito da 1ª Vara Criminal da Comarca, tendo sido confirmada pelo Tribunal de Justiça correspondente, e transitada em julgado, condenando Lucas a 5 anos de reclusão, em regime semiaberto. A respeito dos fatos, assinale a opção que apresenta, corretamente, a providência de Direito Processual Penal que o(a) advogado(a) deve adotar.",direito_processual_penal,C,"A ocorrência do trânsito em julgado impede que sejam suscitadas questões processuais atinentes à nulidade ou à incompetência absoluta, admitindo-se a rediscussão dos fatos apenas se for baseada em prova nova, mediante revisão criminal.","Pode ser alegada a nulidade da busca e apreensão e de todos os atos dela decorrentes, diante da incompetência absoluta do Juízo que determinou a diligência, impetrando-se habeas corpus.","Pode ser impetrado habeas corpus, alegando a nulidade da sentença e de todos os atos decisórios posteriores à realização da busca e apreensão, diante da incompetência absoluta do Juízo.","Tendo em vista que a busca e apreensão foi deferida apenas para a investigação de estupro de vulnerável, é incabível a utilização das provas na persecução penal relativa a fato diverso, o que pode ser alegado pela impetração de um mandado de segurança.",2026-04-17 18:15:02.507514 +00:00,2026-04-18 18:57:12.207259 +00:00,"[""busca e apreensão"", ""incompetência absoluta"", ""habeas corpus"", ""nulidade processual"", ""ECA pornografia infantil""]",63,0.95,initial,
3f8e9e5b-a4a0-8709-ab61-b66d340dff18,2409242a-96d9-88eb-bc25-d63b972f946f,"Reginaldo trabalha para a sociedade empresária Móveis Modulados Ltda. desde 2021 como montador, sendo considerado um empregado exemplar. Em agosto de 2024, Reginaldo compareceu ao trabalho com uma tornozeleira eletrônica, fato que se tornou o comentário geral na sociedade empresária, pois todos especulavam o que Reginaldo teria feito de errado. A sociedade empresária, que nunca havia se deparado com tal situação, o(a) consultou, como advogado(a), para obter um parecer sobre o que deverá ocorrer com o contrato de trabalho de Reginaldo. Você verifica pelo sistema processual que a tornozeleira foi colocada de modo cautelar, pois o processo de Reginaldo ainda está no início e refere-se a vias de fato que teve com um torcedor de time adversário quando estava em um estádio, no final de semana, assistindo a uma partida de futebol. Sobre o contrato de trabalho de Reginaldo, considerando os fatos e a legislação em vigor, assinale a opção correta.",direito_do_trabalho,D,"Será interrompido, sendo garantido a Reginaldo 50% do seu salário.","Será suspenso, até que haja decisão final da justiça criminal.","Será rompido por justa causa, em razão do mau procedimento.",Não sofrerá qualquer consequência.,2026-04-17 18:15:02.507602 +00:00,2026-04-18 18:57:12.207259 +00:00,"[""contrato de trabalho"", ""tornozeleira eletrônica"", ""justa causa"", ""suspensão contratual"", ""CLT""]",75,0.91,initial,
43a7050b-15e8-8d5a-bed2-809fd33079b5,2409242a-96d9-88eb-bc25-d63b972f946f,"O jovem Marcos foi contratado como auxiliar de escritório por renomada banca de advocacia. Autodidata e talentoso, Marcos aproveitava os momentos de folga para estudar os processos judiciais patrocinados pelo escritório e, apesar de nunca ter frequentado o curso de graduação em Direito, tornou-se relativamente conhecedor prático de muitos temas jurídicos. Com esse conhecimento, Marcos resolveu se inscrever no Exame da Ordem dos Advogados do Brasil, apresentando, para tanto, diploma falsificado de bacharel em Direito. Após a aprovação, Marcos se inscreveu como advogado na OAB, novamente fazendo uso do referido documento falso. Seis anos após esses fatos, uma denúncia anônima a respeito do ilícito ensejou a instauração do competente processo administrativo disciplinar. Considerando o enunciado e o Estatuto da Advocacia e da Ordem dos Advogados do Brasil, assinale a afirmativa correta.",etica_profissional,B,A gravidade da conduta atribuída a Marcos atrai a competência do Conselho Federal da Ordem dos Advogados do Brasil para apurar e punir a infração disciplinar.,Para a aplicação da sanção correspondente prevista em lei é necessária a manifestação de dois terços dos membros do Conselho Seccional competente.,"A sanção disciplinar prevista para a conduta de Marcos é a de suspensão, que deve perdurar até que seja apresentado documento idôneo, cumulada com a aplicação de multa.","A pretensão à punibilidade da infração disciplinar encontra-se prescrita, uma vez que foi ultrapassado o prazo legal de cinco anos, contado da última data em que Marcos fez uso do documento falso.",2026-04-17 18:15:02.507061 +00:00,2026-04-18 18:57:12.207260 +00:00,"[""infração disciplinar"", ""diploma falso"", ""prescrição disciplinar"", ""Estatuto da OAB"", ""processo administrativo disciplinar""]",5,0.93,initial,
45bdc4d7-e5c0-823d-a79f-2e737eaa65d1,2409242a-96d9-88eb-bc25-d63b972f946f,"Pedro é advogado regularmente inscrito no Conselho Seccional da OAB do Estado Alfa e constituiu uma Sociedade Unipessoal de Advocacia registrada e ativa na mesma unidade federativa. Recentemente, ele foi convidado pelo renomado advogado Abraão para integrar uma Sociedade de Advogados, também com sede no Estado Alfa, na qualidade de sócio. Pedro considerou a proposta promissora e cogita aceitá-la, acreditando que pode participar de ambas as sociedades, desde que evite atuar nos mesmos processos ou contra os interesses de clientes de uma delas. Sobre a decisão de Pedro, com base no Estatuto da Advocacia e da OAB, assinale a afirmativa correta.",etica_profissional,B,"Pedro poderá integrar ambas as sociedades, desde que atue em processos distintos e jamais represente partes com interesses opostos.",Pedro poderá aceitar o convite de Abraão apenas se encerrar formalmente a Sociedade Unipessoal de Advocacia que já possui no Estado Alfa.,Pedro poderá participar das duas sociedades se firmar declaração formal de que manterá independência profissional e não haverá conflito de interesses.,"Pedro poderá manter a sua sociedade unipessoal e, ao mesmo tempo, integrar a sociedade de Abraão desde que a nova sociedade registre filial em outra área territorial, ainda que continue atuando no Estado Alfa.",2026-04-17 18:15:02.507084 +00:00,2026-04-18 18:57:12.207260 +00:00,"[""sociedade unipessoal de advocacia"", ""sociedade de advogados"", ""Estatuto da OAB"", ""conflito de interesses"", ""inscrição OAB""]",8,0.95,initial,
471264ef-d898-8765-87ba-03af79200577,2409242a-96d9-88eb-bc25-d63b972f946f,"Em outubro de 2023, a sociedade empresária Plantas Ornamentais Ltda. dispensou o empregado Josimar, sem justa causa, após dois anos de contrato de trabalho. A sociedade calculou as verbas resilitórias e depositou-as na conta do trabalhador em cinco dias e, no mesmo dia, fez o recolhimento da indenização de 40% sobre o FGTS. Ocorre que, por equívoco do setor de Recursos Humanos da sociedade empresária, as guias para o saque do FGTS e os formulários para o requerimento do seguro-desemprego somente foram entregues 60 dias após o término do aviso prévio. Sobre a hipótese, considerando os termos da CLT, assinale a afirmativa correta.",direito_do_trabalho,D,"Não se cogitará qualquer multa ou penalidade pela ausência de prejuízo, já que as verbas foram depositadas na conta de Josimar no prazo legal.","A sociedade empresária pagará uma multa de 50% do valor das verbas resilitórias, em razão do atraso na entrega dos documentos do FGTS e do seguro-desemprego.","A situação gerou enorme prejuízo ao trabalhador, daí porque as verbas referentes à saída deverão ser pagas em dobro como forma de punição da sociedade empresária.","A sociedade empresária pagará multa pelo atraso na entrega dos documentos do FGTS e do seguro-desemprego em favor do trabalhador, no valor equivalente ao seu salário.",2026-04-17 18:15:02.507579 +00:00,2026-04-18 18:57:12.207260 +00:00,"[""verbas rescisórias"", ""FGTS"", ""seguro-desemprego"", ""multa rescisória"", ""dispensa sem justa causa""]",72,0.92,initial,
